chassistype,ram,os,#ofcores,age_category,graphicscardclass,processornumber,cpucode,persona,guid
Notebook,16,Win10,6,1,Low-Midrange Graphics Cards,14,i9-8950HK,Web User,05e9bdfe48d24c2a9ed0cf668deb3c01
Desktop,16,Win10,6,0,High-End Graphics Cards,14,i5-9400,Casual Gamer,060f2e8311004a7aaa6c42d589773d7c
Notebook,16,Win10,2,6,Low-Midrange Graphics Cards,22,2020M,Web User,fa980ee3a39f4418989721e22e33dbf0
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8350U,Office/Productivity,0609194e742047fdb1ba3409fdce7320
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Web User,072293b3db2c472c863b96965cf31a31
Desktop,16,Win10,8,0,,14,i7-9700,Casual User,073c35507330430280f78569fb88e95e
Desktop,16,Win10,8,1,Low-Midrange Graphics Cards,14,i7-9700K,Communication,0697005d6ef74da2846e859932f95603
2 in 1,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Communication,a92d24ab10fc4b34b7c3df94fc468b14
Desktop,8,Win10,4,6,Low-End Graphics Cards,45,Q8300,Web User,58229fb39848408e856d59a85f759422
Notebook,8,Win10,4,2,Office-Class Graphics Cards,14,i5-7300HQ,Web User,46543aa81d9147fda3471c3228bcdd9a
Desktop,4,Win10,4,6,Low-End Graphics Cards,22,i5-3470,Casual Gamer,bb3e6e400d82409586a2a270f08923a0
Notebook,16,Win10,4,3,,14,i7-6700HQ,Entertainment,b7ed29a056324cfbb717200990d4f549
Desktop,16,Win10,4,0,High-End Graphics Cards,14,i3-9100F,Gamer,7badca0cc0e24c9a82632545bb9c91e0
Notebook,8,Win10,4,3,Office-Class Graphics Cards,14,i7-7700HQ,Communication,dc9a0a5091ec469b98f1347a1b771077
Desktop,32,Win10,8,0,High-End Graphics Cards,14,i7-9700F,Casual Gamer,d149fed6a263431fbf2ea624d69c3040
2 in 1,16,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7500U,Content Creator/IT,5e40d5ca602e4cda9c1525050410c80f
Notebook,8,Win10,2,1,Low-Midrange Graphics Cards,14,i3-7020U,Web User,3e2bd10791904876863a66a8f3602458
Notebook,8,Win8.1,2,5,Office-Class Graphics Cards,22,i5-4210U,Content Creator/IT,9acab33f5ca141fc852e36fe022934db
Notebook,8,Win10,2,6,Low-End Graphics Cards,32,i5-430M,Web User,bc1d46ac93054a7b9691334be77d2232
Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Web User,6b6bd5db0ed44a6d8850521c8bc4a053
Notebook,16,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Gamer,dab5fd7b24e842ab81a9cff9fc379ae9
Notebook,12,Win10,4,1,Mid-Range Graphics Cards,14,i5-8300H,Web User,b7f8a345aae34768baaec8ba594ff8d7
Desktop,64,Win10,10,3,High-End Graphics Cards,14,i7-6950X,Gamer,b66f1d463c0e42deb8e0c7462da8887d
Desktop,8,Win10,2,4,Low-Midrange Graphics Cards,14,i5-5250U,Casual User,990defb83a4f4fd1a68313852fbc7b26
Desktop,16,Win10,4,5,High-End Graphics Cards,22,i5-4690K,Casual Gamer,c69f1c8f086d48a2a1cf65cb967b9a9a
Notebook,8,Win10,6,1,Low-Midrange Graphics Cards,14,i7-8750H,Casual Gamer,b4025a66c49b4e7f8fb1b93766195f4e
Desktop,32,Win10,2,5,High-End Graphics Cards,22,G3258,Win Store App User,cae87c94b7234cbdba4c0486731c1881
Notebook,8,Win10,2,3,Mid-Range Graphics Cards,14,i5-6200U,Web User,f056e04be6e74e9bac4b7a47c6fce425
Desktop,32,Win10,4,2,Mid-Range Graphics Cards,14,i7-6770HQ,Web User,d5c1265082ea4851a953e1dd4004e94b
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8250U,Gamer,f6ab7b3bcdc64e169ecbdeb4640152c1
Desktop,16,Win10,2,-1,High-End Graphics Cards,-1,Unknown,Casual Gamer,e82f8ee8a6d549389d9f9cc88b6e3a10
Notebook,8,Win10,2,5,Office-Class Graphics Cards,22,i7-4600U,Entertainment,05af78f522c540eb8357ab85e7ce251e
Notebook,4,Win10,2,4,Low-End Graphics Cards,14,i3-5005U,Casual User,052f756e7c704f3e9cd6e13fb144044e
Desktop,8,Win10,4,1,Low-Midrange Graphics Cards,14,i3-8300,Office/Productivity,02a28ccd1fff42bc91e14f22a189570f
Notebook,8,Win10,2,5,Office-Class Graphics Cards,22,i5-4300U,File & Network Sharer,04fdce8504874a6ba2a431c9253cf4f8
Notebook,16,Win10,6,0,Low-Midrange Graphics Cards,14,i7-9750H,Web User,0842cffac9784cc69b0f4d76665b4e36
Notebook,8,Win10,4,0,,14,i5-9300H,Casual Gamer,04caf8e241134795a1d0e40781d01a98
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8350U,Communication,07177e2269fa4397a6feffa8a6a1761d
Desktop,16,Win10,6,1,,14,i5-9600K,Casual Gamer,080234775d454f139759d7ac6ec329da
Desktop,32,Win10,4,2,Office-Class Graphics Cards,14,i7-7700HQ,Casual User,70730c534b084ea4831e6dc180ab05f6
Notebook,4,Win10,2,0,Low-Midrange Graphics Cards,14,i3-8145U,Web User,7f50bcac9b004af9b7c63a7783a241a1
Notebook,8,Win10,2,4,Low-Midrange Graphics Cards,14,i3-5005U,Web User,2cb49cb27e804b29814f9d08a9180e94
Intel NUC/STK,16,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Win Store App User,560721a4293e412c98b067af678ae39b
Desktop,16,Win10,4,2,,14,i7-7700,Communication,10e0e23e269d434ab8dd2de1d75cc871
Desktop,32,Win10,4,5,Mid-Range Graphics Cards,22,i5-4690,Content Creator/IT,06cd4dc97ef44cdb9e4cb208902525e4
Notebook,32,Win10,4,3,High-End Graphics Cards,14,E3-1505Mv5,Web User,c22c45a03fe84bfda068f613bcf338d2
Notebook,8,Win10,2,5,,22,i5-4300U,Web User,8e75563731d7437ea7d6169611d38f27
Notebook,12,Win10,2,4,Mid-Range Graphics Cards,14,i7-6500U,Web User,7a9dfc3ace6649899a9043ef7c5355ea
Desktop,16,Win10,2,3,Low-End Graphics Cards,14,G4400T,Office/Productivity,72f68e91e77e4b328bf72e36123927d8
Desktop,8,Win10,2,3,Low-End Graphics Cards,14,i3-6100,Gamer,7fb7267b69ff4043aac6612660ac4c19
Notebook,4,Win10,2,2,Mid-Range Graphics Cards,14,i5-7200U,Web User,db222314cc334c54ae3f95b04b8f14bf
Desktop,16,Win10,6,0,High-End Graphics Cards,14,i5-9600K,Casual Gamer,d1e5c4b568394e6c94be0c12aa382292
Notebook,16,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8565U,Entertainment,eae08d621cba4cd5a7981dc527534d58
Desktop,16,Win10,6,0,,14,i5-9600K,Gamer,cc303bbd62a9412385630b8c7767a051
Desktop,8,Win10,4,6,Office-Class Graphics Cards,32,E3-1245,Web User,b3baebe8334340dda95f9a8a23cca880
Desktop,16,Win10,4,4,High-End Graphics Cards,14,i5-6600K,Web User,d0861088c52749f090292d9659a71226
Notebook,16,Win10,2,4,Low-End Graphics Cards,14,i7-5500U,Gamer,c8c417b914f847adb5c3a0b272b864de
Desktop,8,Win10,5,5,Mid-Range Graphics Cards,22,i3-4150,Casual Gamer,dca9787196384482a4a7b889deaa48a5
Notebook,8,Win10,4,6,Mid-Range Graphics Cards,22,i7-4702MQ,Web User,04faa1251cc3400483705d1fbf83bf47
Desktop,8,Win10,4,2,Office-Class Graphics Cards,14,i5-7500,Web User,0845df890560476aaddae0c8f0f09713
Desktop,8,Win10,4,4,Low-End Graphics Cards,22,i5-4460T,Communication,08abb825150c45199cfc50bff6e11da5
Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Web User,ff9a759592694cd991f1de6114c6f4d8
2 in 1,8,Win10,2,4,Low-End Graphics Cards,14,i7-5500U,Content Creator/IT,070abc9216a14ce48a064c8702e486f0
Desktop,8,Win10,4,2,Mid-Range Graphics Cards,14,i5-7400T,Casual User,0c5fc68332fb4668b99f3fe08eb1953c
Desktop,4,Win10,2,-1,Low-End Graphics Cards,90,i3-550,Web User,054827d61bc74bba85ca02544aa600a8
Notebook,16,Win10,4,0,Low-Midrange Graphics Cards,14,i5-8365U,Office/Productivity,0654ef413b9a4f2a957d66cf0821f2ea
Desktop,8,Win10,4,1,High-End Graphics Cards,14,i5-7400,Content Creator/IT,feeb9e07c2fc42cda179c6b27eb6055d
Notebook,8,Win10,4,0,Low-Midrange Graphics Cards,14,i5-8265U,Gamer,07204262bfb24b3da13df7fff02b8160
Notebook,8,Win10,4,3,High-End Graphics Cards,14,i5-6300HQ,Communication,06eea3afc8c34f65b193c20d22c69f68
Desktop,16,Win10,4,4,High-End Graphics Cards,14,i5-6600,Casual User,5681aeb640554fbfa8e473019e72efcd
Desktop,16,Win10,6,1,,14,i7-8700,Content Creator/IT,1a7848bbf7b5419184e6067a8db97628
Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Casual User,2a5386a8c8a04b358cb13c31183a16d0
Desktop,4,Win10,2,6,Office-Class Graphics Cards,45,E8400,Communication,4ddd1ec140e04591b74e8cf951fae1d8
Notebook,4,Win10,2,6,Low-Midrange Graphics Cards,32,i3-330M,Entertainment,b7b14daa035e46d89f9fc807e37c6a81
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7500U,Web User,461d29d2f810456e961848aa5de5c1ed
Notebook,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6300HQ,Communication,7e7d988a88504c5c916e0e6ac9142add
Notebook,4,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Gamer,816c0205e63f470bb604adff01a1a97f
Notebook,16,Win10,4,3,,14,i7-6700HQ,Web User,589fd5300776434d8ca830a7fdfeeafe
Notebook,16,Win10,4,2,,14,i7-7700HQ,Casual Gamer,619d130c3ba24b83bd0f71c20e4592b4
Desktop,12,Win10,4,0,,14,i3-9100F,Web User,5910a6ecc4d94c80b70d139f6b29631c
Notebook,16,Win10,4,5,Mid-Range Graphics Cards,22,i7-4710HQ,Communication,f9ecd83d287242a594652055a152cf9e
Desktop,12,Win10,6,0,Low-Midrange Graphics Cards,14,i5-8400,Content Creator/IT,8bb9f2ba1f2845f1be5ab7802e943432
Notebook,16,Win10,2,4,Mid-Range Graphics Cards,14,i7-6500U,Content Creator/IT,93aa2a7d3cf94d63a3aa684caeac366b
Notebook,12,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Casual User,ae8383dd3a3846eeb854ee1ed9b37daf
2 in 1,8,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,File & Network Sharer,893b927aaadd49b9a1257e5e6260da27
Notebook,16,Win10,4,3,Mid-Range Graphics Cards,14,i7-6700HQ,Entertainment,bd7a9788feef4e3381a495377aa63c76
Notebook,16,Win10,4,5,Low-End Graphics Cards,22,i7-4712HQ,Communication,8f4569b78c354c218f83ef7400d6e478
Desktop,8,Win10,4,6,,32,i5-2400,Gamer,d56b85408f394a0eacb32ec567e3f66c
Desktop,16,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6600,Web User,95d5947595604d77b6fd0c9644584bae
Desktop,4,Win10,4,6,Low-Midrange Graphics Cards,32,i5-2400,Web User,ec3ad3fc82244c3aa80e0b9d15e05d06
Desktop,16,Win10,4,6,Not Suited for Games,22,i7-3770,Casual User,ed0fd0dc5d264bd4835ec423adb9e128
Desktop,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7260U,Web User,baed1a2dd86849c4a85c189fd7e5934e
Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i5-3230M,Communication,eec34d4c9d8448659d9d5d79e1194e25
Notebook,8,Win10,2,5,Office-Class Graphics Cards,22,i3-4030U,Gamer,db133dd52f6c4ca68ef77aa73be5b9df
Desktop,16,Win10,4,6,High-End Graphics Cards,22,i5-4570,Casual User,f0c8834e991744ae859863c4786f748c
Desktop,8,Win10,2,6,High-End Graphics Cards,22,i3-3220,Casual Gamer,02387c6039994c0fa941ab49fae95a70
Server,32,Win Server,8,0,,14,4208,Casual User,06fc45d035664560bd8b891fc32c2b62
Notebook,8,Win10,2,6,Low-End Graphics Cards,32,i5-2430M,Communication,0a5d202b8ae8477991f7327d121d84ac
Notebook,4,Win10,2,6,Office-Class Graphics Cards,65,T7500,Casual User,0770900c81dc49bc8ecb0e76dfba957d
Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,E3-1225v5,Office/Productivity,04af1b968cc5414faaee0ff57c7c31ac
Desktop,12,Win10,4,4,Low-Midrange Graphics Cards,22,i5-4590,Office/Productivity,05a743423181490dbdf0a4940a210763
Notebook,8,Win10,4,0,Low-Midrange Graphics Cards,14,i5-8265U,Office/Productivity,0c7d07bcab924706bc6901bec3f518d6
Desktop,16,Win10,4,6,Low-End Graphics Cards,22,i7-3770,Communication,060a7209af584fe282d3240e937a0977
Desktop,32,Win10,8,0,Low-Midrange Graphics Cards,14,i7-9700,Web User,091aee57400e4123be8045c36eed746f
Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Web User,074f5cb78a9c4eb18789fd1fdbb34615
Desktop,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Web User,066b347630664f0d961bf05d33599993
Notebook,8,Win10,2,4,Low-End Graphics Cards,14,i5-5300U,Office/Productivity,07a3cb171f7b46a292fbd96382c7c8f3
Notebook,32,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Communication,0757444e033046c2ab9d642bc2fa9b8a
Desktop,64,Win10,10,3,,14,i7-6950X,Communication,068b9080f1cc4082a0ca087dfee30dfd
2 in 1,16,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Web User,6c999a805048429e828dee872e82e732
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7500U,Web User,9b6c6fe1a7be428bbbae405e9312ee6a
Notebook,4,Win10,2,3,Low-Midrange Graphics Cards,14,i3-6100U,Casual Gamer,b73b27bac68c40d48f538b1b78fb877b
Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Office/Productivity,19ad4f809b044849aed424f816e9caa9
Notebook,6,Win10,2,2,Mid-Range Graphics Cards,14,i5-7200U,Web User,9e4d0a4439e04383a1b6dd611568b554
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Office/Productivity,41a9de0f22164421b62b7e3c51291ae1
Notebook,6,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8250U,Gamer,c43985d782284200bda636403634d8d2
Desktop,32,Win10,4,3,,14,i7-6700K,Gamer,064fd2c126cb45b5b30ee550262561f4
Desktop,16,Win10,4,5,Low-End Graphics Cards,22,i7-4790K,Web User,217d2141ed6b42c08115891eb69d0cda
Desktop,8,Win10,6,0,,14,i5-9400F,Web User,d5fca0decf5f4791bf98e8da16305341
Desktop,8,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7100U,Communication,9de7b9f44a2b435b9696ba8628a0933a
Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Web User,a9470d0336e948dd9db47388907c58b5
Desktop,32,Win10,4,6,Low-End Graphics Cards,22,i7-3770K,Web User,a16b35c8900f4efda554ecf53d1aa2aa
Desktop,16,Win10,4,4,Low-End Graphics Cards,22,i5-4460T,Web User,d4acbd850c624d9cad22a5aa0ee49ae0
Desktop,16,Win10,2,4,Low-Midrange Graphics Cards,14,i7-5557U,Content Creator/IT,8662735fec44479cbaf61bfc2a1d4d76
Desktop,16,Win10,6,1,Low-Midrange Graphics Cards,14,i7-8700T,Web User,adc1bd0b63fb4cd6a2752e115c1ee605
Notebook,8,Win10,2,6,Low-Midrange Graphics Cards,22,i7-4558U,Web User,e4c102c06c0f4842b7a42a8ed3fd810a
Notebook,3,Win10,2,6,Low-End Graphics Cards,32,i3-2330M,File & Network Sharer,d419d14836ab4de791ab445f61ac9b6a
Desktop,16,Win10,4,3,,14,i5-6400,Content Creator/IT,f90aa4a08e4c4fa090906502cec492c3
Notebook,8,Win10,4,2,Mid-Range Graphics Cards,14,i5-7300HQ,Casual User,0451a9a93a274e07aef01f93298a457b
Desktop,32,Win10,8,0,,14,i7-9700F,Web User,0483fbd1d9a64fb2ac51f28159c6bf3f
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8250U,Web User,064e756b55ad43fda0a5a2db254c92b9
Desktop,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700K,Gamer,0b157a3c9ff7498eaea9e0fd30cb4921
Notebook,16,Win10,6,1,Low-Midrange Graphics Cards,14,i7-8750H,Content Creator/IT,06f9aaed04174a75b26a4be48c6ba9b4
Notebook,4,Win10,2,6,Low-End Graphics Cards,32,i5-2430M,Content Creator/IT,0518eb55c1e54824867283e843c4ed2f
Desktop,16,Win10,4,6,Low-Midrange Graphics Cards,22,i5-3450,File & Network Sharer,fb9e98aeea434b53846ad69b25c4abd5
Desktop,24,Win10,8,0,Not Suited for Games,14,i7-9700K,Office/Productivity,044090e64e9f401fb2efd6e46232ab25
Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6300U,Communication,040bdd4763b44b7e80263f8d93438cab
Desktop,4,Win10,2,6,Office-Class Graphics Cards,45,E8400,Web User,0ce7b7635dc74c96be985c562be34ca6
Desktop,4,Win10,4,6,Low-Midrange Graphics Cards,22,i5-3470,Office/Productivity,0609cfa546444d40a3426a0efede0e8a
Notebook,24,Win10,6,1,Low-Midrange Graphics Cards,14,i7-8750H,Office/Productivity,04d5ed23ae6a4f9eb7db8b045d95cf08
Notebook,12,Win10,4,2,Mid-Range Graphics Cards,14,i7-7700HQ,Casual User,0a043041a81a433eb48d3a1b2d0adb55
Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Casual Gamer,09e0a982ca6541f4bbfcbbfce5848052
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8250U,Entertainment,8f1c27c0c3934322b76736758d279e9e
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8250U,Casual User,25f2a05d36cb47bc8445488f6831d863
Desktop,64,Win10,4,-1,,-1,Unknown,Content Creator/IT,902f93e172a9438ea3be14c2053d58e2
Notebook,16,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Gamer,b0912dc243eb4fe3a9d65dab80e35bbe
Notebook,16,Win10,4,5,Low-End Graphics Cards,22,i7-4712HQ,Content Creator/IT,b7163995514e406b9922a2e476515853
Notebook,4,Win10,2,2,Low-Midrange Graphics Cards,14,i3-6006U,Casual User,dbd4e07055c84aa6be4addc81b72dac6
Desktop,8,Win10,2,4,Low-Midrange Graphics Cards,14,i5-6260U,Web User,819c21b95706458d82768de9da5c7c2e
Notebook,32,Win10,4,5,High-End Graphics Cards,22,i7-4710HQ,Web User,6f73064060c844a19aedc301d5ecdbce
Notebook,4,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Web User,351cf5d5cd804e19855adf58c7ba3963
Notebook,6,Win10,2,6,Low-Midrange Graphics Cards,32,B960,Web User,14fe487c818f4784a9f9579a4253c917
Desktop,16,Win10,2,4,Low-Midrange Graphics Cards,14,i5-6260U,Office/Productivity,984995f74a5d4c5f8808b382416faedd
Notebook,8,Win10,4,1,,14,i7-8565U,Web User,0e75f8c6584846bc89721e5c41fcb630
Notebook,16,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7500U,Gamer,a8d9f27d91fa4754b93407483693e036
Desktop,8,Win10,2,3,Low-Midrange Graphics Cards,14,i3-6100,Office/Productivity,cdcd7170db634ecbb40f26ec72dadf4c
Desktop,16,Win10,4,6,Low-End Graphics Cards,32,i7-2600K,Gamer,aa9ff0ef088d480ab08909200921f5a5
Desktop,16,Win10,2,4,Low-Midrange Graphics Cards,14,i5-6260U,Content Creator/IT,d1e75a28cb854908bceabda542772d96
Desktop,16,Win10,4,6,Low-Midrange Graphics Cards,22,i5-3330,Casual User,c3ff9a3c8a6f48f3bff7ae4f73ef2a35
Notebook,16,Win10,6,1,Low-Midrange Graphics Cards,14,i7-8750H,Web User,c373727d0e154777bca8a7b746acdbd4
Desktop,8,Win10,2,2,Not Suited for Games,14,i3-7100,File & Network Sharer,d4beaa6e7cb8405ab90fab21d5ffb291
Notebook,12,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Web User,6f33cc032a9945c888a3eff688d4c9e2
Desktop,8,Win10,4,6,Low-Midrange Graphics Cards,22,i5-3470S,File & Network Sharer,e6b9cc60782c4eb6b997244d9f3562c1
Notebook,16,Win10,4,2,Mid-Range Graphics Cards,14,i7-7700HQ,Web User,3a0981a256cc4fe680610a6783c7082a
Desktop,8,Win10,4,5,Low-End Graphics Cards,22,i7-4785T,Office/Productivity,063dfc50f5164713adf949aeea3cff88
Notebook,6,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Gamer,08765e86952f41bd942a881bd8886faf
Notebook,4,Win10,2,6,Office-Class Graphics Cards,22,i5-4200U,Gamer,766004d8dfdf4aa997c9fe1e0df92483
Notebook,8,Win10,4,4,Low-End Graphics Cards,22,i7-4720HQ,Casual Gamer,6da89e2d891847f8b7bd65c884001ebe
Notebook,4,Win10,2,6,Low-End Graphics Cards,32,i3-2310M,Content Creator/IT,1851ee0e6c684e11ba916db5b8444e96
Desktop,8,Win10,4,4,Low-Midrange Graphics Cards,14,i5-6400,Web User,8b96840ce19e4ad3ad9b2ab5545fb90b
Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i7-3517U,Win Store App User,0503a10832c04c6396309c4c55e64fe0
2 in 1,4,Win10,4,4,Low-Midrange Graphics Cards,22,N3540,Web User,086b7f93ab4045208998c1d3e70fd6f0
Desktop,16,Win10,4,2,High-End Graphics Cards,14,i7-7700,Content Creator/IT,02c1e422f8f946a0bd423372bb22d3c6
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8300H,Web User,073833c2a36e426983faa7dc5b5c8caa
Notebook,8,Win10,4,6,Low-End Graphics Cards,22,i7-3632QM,Web User,afd883df90d741e3a867ebf17f65efa2
Desktop,8,Win10,2,6,Low-Midrange Graphics Cards,32,i3-2120,Casual Gamer,bbee9c7b38564015b53f78ae16cc5568
Desktop,32,Win10,4,3,,14,i7-6700K,Web User,081b9fb61dfc40c99e0ad67fadad0d2e
Desktop,12,Win10,6,1,Low-Midrange Graphics Cards,14,i5-8400T,Content Creator/IT,0526d25f242144dd912cb27b471e9fcd
Desktop,16,Win10,4,4,Low-Midrange Graphics Cards,14,i5-6402P,Casual User,fe556246c00241e9b20b4f05344c7428
2 in 1,16,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8650U,Web User,079e69f928174756b494b5da17810ee5
2 in 1,16,Win10,2,4,Low-End Graphics Cards,14,i7-5600U,Communication,928c1465068c4973b066d0cbe1f717ed
Intel NUC/STK,8,Win10,4,1,,14,i5-8259U,Web User,e2101e97b5fe4aba84aa91ca57c358bb
Desktop,32,Win10,4,6,Low-End Graphics Cards,32,i5-2500K,Casual User,7c56ea86b00c4165a20e3d90d2f267a0
Notebook,16,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8550U,Content Creator/IT,07f6eb4de38e4cc682e7a5df08468187
Notebook,6,Win8.1,2,5,Office-Class Graphics Cards,22,i3-4030U,Office/Productivity,c830b64d735d4a43b5868cb7e6a12b1c
Desktop,16,Win10,2,4,Low-Midrange Graphics Cards,14,i7-5557U,Web User,dc7f2934397f487ab46012c89d6140fe
Notebook,4,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Web User,073e06928c424381b1b65a9b4e9abc7a
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7500U,Casual Gamer,fabc25384f0742c1828276ca0ea6d0be
Notebook,16,Win10,4,2,Office-Class Graphics Cards,14,i7-7700HQ,Web User,948e5e5ea4054113b316236fe79b4af8
Desktop,16,Win10,4,2,High-End Graphics Cards,14,i7-7700,Casual User,e64459f4196f414980e74d20b2afebf0
Desktop,24,Win10,8,4,,22,i7-5960X,Office/Productivity,daaf70c0313f4245a628c3a8f6a150d3
Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6500,Communication,b6c7a0802e70440a9b2be6ac679ddc7b
Desktop,16,Win10,4,6,Low-End Graphics Cards,22,i7-4770K,Casual User,ea8580597c6b484a8a3b4e926f0b6225
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Casual User,f7f0a0a79c144c8e9c71ecad67fff029
Notebook,32,Win10,2,3,Low-Midrange Graphics Cards,14,i7-6600U,Web User,f3cab208c09a432d831ece6d6889a5e7
Desktop,4,Win10,2,6,Low-Midrange Graphics Cards,22,i3-3220,Communication,05ef1eac4ee8483cb39e8ef4d48e9625
Desktop,8,Win10,4,2,Office-Class Graphics Cards,14,i5-7400,Casual Gamer,07dd900192d84cf18b2c216be9ba4969
Desktop,16,Win10,4,3,High-End Graphics Cards,14,i7-6700K,Casual Gamer,fa532c58f56e42dbb1d25104b8d94d72
Notebook,8,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Casual Gamer,07568d488c114bdc80455d13ea067176
Notebook,16,Win10,4,2,Mid-Range Graphics Cards,14,i7-7700HQ,Casual Gamer,04d13f0199194f17b42de0931dc72c39
Notebook,12,Win10,2,2,Mid-Range Graphics Cards,14,i5-7200U,Communication,04c0217d93b94ffb868f37094f8f4f67
Notebook,8,Win10,4,2,Office-Class Graphics Cards,14,i7-7700HQ,Web User,051d15efb04645f2bd602359cd6d510a
Desktop,8,Win10,4,6,High-End Graphics Cards,22,i5-4440,Casual User,fe61ad8a208941b9afc6ae97bce6299e
Notebook,8,Win10,2,2,,14,i5-7200U,Content Creator/IT,0637fd52e1c14c919ec20c96b21e1d7e
Desktop,4,Win10,4,1,Office-Class Graphics Cards,14,i5-7400,Communication,060092ef6fef4f1886d31d5c2f75f28f
Desktop,4,Win10,2,5,Low-End Graphics Cards,22,i3-4160,Gamer,0895fdb7c9f54c5c995d246688f164e4
Notebook,8,Win10,4,0,,14,i5-8265U,Web User,06d98fc0a62849fcb398e86eb94b29f0
Desktop,4,Win10,4,6,Low-End Graphics Cards,22,i5-3350P,Communication,09740a75e3fc4cb2a2e3c45607f4b4dc
Desktop,8,Win10,4,2,,14,i5-7500T,Communication,072fec3447df43ba83c600debc505299
Notebook,8,Win10,4,6,Low-End Graphics Cards,22,i7-4700HQ,Casual Gamer,07a556488c66409fa5e0f9c72ba3d61d
Notebook,16,Win10,6,1,Mid-Range Graphics Cards,14,i7-8750H,Casual Gamer,05eb88d0e3ec4575baf8d6bc74046757
Desktop,12,Win10,2,3,Mid-Range Graphics Cards,14,i3-6100,Win Store App User,2d6890aafbf94236b23fe285d9e4f411
Desktop,16,Win10,4,6,Not Suited for Games,22,i7-3770,Office/Productivity,814420fba3a94085aeadf1d346d990bc
Desktop,8,Win10,6,2,Mid-Range Graphics Cards,14,i7-8700,Web User,0ebee93dc4614a2993682ec7d8fda134
Desktop,16,Win10,4,3,High-End Graphics Cards,14,i5-6600,Casual User,465e6a35f11c43998d99177ffd1a40c3
Desktop,32,Win10,6,4,High-End Graphics Cards,32,i7-3930K,Web User,c987146dcba740b2a7d1f1b688357dba
Desktop,4,Win10,2,5,Low-End Graphics Cards,22,i3-4160,Content Creator/IT,e7c789e2711a4513843fdccc5f29535e
Notebook,8,Win10,2,6,Low-Midrange Graphics Cards,32,i5-450M,Web User,4307dc37dab64687a8226cbeff874b84
Desktop,16,Win10,2,4,Low-Midrange Graphics Cards,14,i7-5557U,Office/Productivity,e82abcf8c5ac4369ac1c2df9290be873
